subject_area,subj_code,title,number,section_ids
Arts Education,ARTS ED,Selected Topics in Arts Education: Social Emotional Learning in Arts,101,{5860068}
Arts Education,ARTS ED,Selected Topics in Arts Education: Strategies and Methods for Visual Arts Teaching Artistry,101,{5859959}
Asian,ASIAN,Asian Foodways across Borders,135,{2235}
Asian,ASIAN,Asian Language Pedagogy,104,{5862447}
Asian,ASIAN,Buddhist Meditation Traditions,162,{578}
Asian,ASIAN,Current Issues in Buddhist Studies,261B,{2131}
Asian,ASIAN,Honors Contracts,189HC,{3813124}
Asian,ASIAN,Honors Research in Asian Languages and Cultures,198A,"{5862497,5862470}"
Asian,ASIAN,Honors Research in Asian Languages and Cultures,198B,"{842,511}"
Asian,ASIAN,Independent Study,299,"{5861357,362,5861110,3192,412,2802,307,912,413,5861272,5860601,5860871,2748,353,2858,5860825,5860847,5861297,1916,416,417,697,5860679,5860580,5861370,5861028,189,2199,5860981,5861177,5860905,5860726,5861006,5860792,3018,3074,3245,352,2859,347,5861247,5860698,2639,5861146,2746,5861213}"
Asian,ASIAN,Introduction to Buddhism,M60W,"{5860746,2229}"
Asian,ASIAN,Languages and Cultures of Asia,30,{5862249}
Asian,ASIAN,Methods in Asian Linguistics,100,{2067}
Asian,ASIAN,Proseminar: Approaches to Buddhist Studies,201,{4064}
Asian,ASIAN,Research Methods in East Asian Linguistics,200,{635}
Asian,ASIAN,Variable Topics in East Asian Linguistics,203,{5862472}
Asian American Studies,ASIA AM,Asian American and Pacific Islander Leadership Development Project Part I: Leadership,141A,{2376}
Asian American Studies,ASIA AM,Asian American Creative Writing,112C,{5863941}
Asian American Studies,ASIA AM,Asian American Education and Schooling,M114,{1600}
Asian American Studies,ASIA AM,Asian American Literature and Culture,30,{5864203}
Asian American Studies,ASIA AM,Asian American Literature and Culture,30W,{1382}
Asian American Studies,ASIA AM,Asian American Movement,40,{3815}
Asian American Studies,ASIA AM,Asian Americans and Law,113,{5863898}
Asian American Studies,ASIA AM,Asian American Women,50,{4622}
Asian American Studies,ASIA AM,Capstone Community-Based Research,185,{4267}
Asian American Studies,ASIA AM,Community or Corporate Internships in Asian American Studies,195,"{3174,2343,5859770,5859809,1341,5859844}"
Asian American Studies,ASIA AM,Comparative Approaches to Community and Corporate Internships,M195CE,{5862484}
Asian American Studies,ASIA AM,Contemporary Asian American Communities,20,{5861467}
Asian American Studies,ASIA AM,Contemporary Asian American Literary Issues and Criticism: Lecture 1  ,M112B,{2470}
Asian American Studies,ASIA AM,Critical Approaches to Emerging Issues in Asian and Pacific Islander American Studies,200B,{5034}
Asian American Studies,ASIA AM,Critical Issues in Asian and Pacific Islander American Literature and Culture,200C,{5862118}
Asian American Studies,ASIA AM,Critical Issues in U.S.-Vietnam Relations,171E,{5861482}
Asian American Studies,ASIA AM,Critical Refugee Studies,178,{4793}
Asian American Studies,ASIA AM,"Ethnic, Cultural, and Gender Issues in America's Healthcare Systems",M161,{5863029}
Asian American Studies,ASIA AM,Ethnocommunications II: Intermediate Creating Community Media,C142B,{2660}
Asian American Studies,ASIA AM,Ethnocommunications II: Intermediate Creating Community Media,C242B,{5090}
Asian American Studies,ASIA AM,Ethnocommunications I: Introduction to Creating Community Media,C142A,{5863457}
Asian American Studies,ASIA AM,Ethnocommunications I: Introduction to Creating Community Media,C242A,{5868215}
Asian American Studies,ASIA AM,Gender and Film in Pacific,122B,{3756}
Asian American Studies,ASIA AM,"Gender Violence, Policing, and Law",109,{2809}
Asian American Studies,ASIA AM,Historical Perspectives on Asian and Pacific Islander American Communities,200A,{5858368}
Asian American Studies,ASIA AM,Historical Survey of Asian American Literature,M112A,{5861290}
Asian American Studies,ASIA AM,History of Asian Americans,10W,{5861510}
Asian American Studies,ASIA AM,Honors Research in Asian American Studies,198A,"{5861506,5861470,5861487,2669826}"
Asian American Studies,ASIA AM,Honors Research in Asian American Studies,198B,"{1179,3261384,5520480}"
Asian American Studies,ASIA AM,"Immigrant Rights, Labor, and Higher Education",M166A,{5858384}
Asian American Studies,ASIA AM,"Indigeneity, Empire, and Resistance in Pacific Islands",122A,{5861296}
Asian American Studies,ASIA AM,Individual Studies in Asian American Studies,197,"{2401,2782456,2897}"
Asian American Studies,ASIA AM,Korean American Experience,132A,{1041}
Asian American Studies,ASIA AM,Leadership and Student-Initiated Retention,M18,{1333}
Asian American Studies,ASIA AM,Pilipino American Experience,133,{5862473}
Asian American Studies,ASIA AM,Power to People: Asian American and Pacific Islander Community-Based Learning,140SL,"{5862504,592}"
Asian American Studies,ASIA AM,"Research on Immigration Rights, Labor, and Higher Education",M166B,{3716}
Asian American Studies,ASIA AM,Scholarly and Creative Communication in Asian American Studies,107,{5860613}
Asian American Studies,ASIA AM,Social Science Research Methods,103,{1430}
Asian American Studies,ASIA AM,Special Courses in Asian American Populations and Communities: South Asian American Communities,187C,{5861281}
Asian American Studies,ASIA AM,Special Courses in Asian American Themes: Foundational Asian American Literary Texts,187B,{4838}
Asian American Studies,ASIA AM,Special Courses in Asian American Themes: Lecture 1  ,187B,{5863381}
Asian American Studies,ASIA AM,Student-Initiated Retention and Outreach Issues in Higher Education,M168,{3767}
Asian American Studies,ASIA AM,Topics in Asian American Literature: Seminar 1  ,M191F,"{1566,5862015}"
Asian American Studies,ASIA AM,Topics in Asian American Populations and Communities: Representation on 2020 Census: Engaging Hard-to-Count Populations,191C,{4964}
Asian American Studies,ASIA AM,Topics in Asian American Studies: Asian Indigenous Encounters,297A,{5864220}
Asian American Studies,ASIA AM,"Topics in Asian American Studies: Race, Human, Chronopolitics, and Economics",297A,{2021}
Asian American Studies,ASIA AM,Topics in Transnationalism and Diasporas: Asian American Literature and Question of Nomadism,175B,{4973}
Asian American Studies,ASIA AM,Transnational Perspectives on Asian America,170,{3518}
Asian American Studies,ASIA AM,Transpacific Literature and Theory,125,{246}
Asian American Studies,ASIA AM,UCLA Centennial Initiative: Ethnic Studies and Social Justice,19,{2328}
Asian American Studies,ASIA AM,Variable Topics in Asian American Studies: Tutorial 1  ,97,{5386}
Asian American Studies,ASIA AM,Women and Community in Asian American Studies,115,{5863037}
Astronomy,ASTR,Astronomy Research Project,277A,"{5859773,5859694,5859637,5859607,5859721}"
Astronomy,ASTR,Astronomy Research Project,277B,"{4858,5418,5416,4509,5315}"
Astronomy,ASTR,Astrophysics I: Stars and Nebulae,81,{3308}
Astronomy,ASTR,Astrophysics Laboratory,180,{5858402}
Astronomy,ASTR,Black Holes and Cosmic Catastrophes,4,{5860530}
Astronomy,ASTR,Cosmology: Our Changing Concepts of Universe,6,{474}
Astronomy,ASTR,Diffuse Matter in Space,273,{5859577}
Astronomy,ASTR,Electromagnetic Radiation in Astrophysics I,271A,{5861039}
Astronomy,ASTR,Honors Research in Astrophysics,198,{2257420}
Astronomy,ASTR,Life in Universe,5,"{5859743,2302}"
Astronomy,ASTR,Nature of Universe,3,"{439,322,5859782,5859728}"
Astronomy,ASTR,Numerical and Statistical Methods,283,{3928}
Astronomy,ASTR,Order of Magnitude Astrophysics,284,{5859715}
Astronomy,ASTR,Research Tutorial: Astroparticle Physics,M297,"{5860545,1475}"
Astronomy,ASTR,Seminar: Current Astronomical Research,279,"{5860088,3413}"
Astronomy,ASTR,Special Topics in Astronomy,278,{3496}
Astronomy,ASTR,Statistical Mechanics and Its Application to Astrophysics,115,{2723}
Astronomy,ASTR,Stellar Astrophysics,272,{5162}
Astronomy,ASTR,"Stellar Atmospheres, Interiors, and Evolution",127,{3045}
Atmospheric and Oceanic Sciences,A&O SCI,Advanced Dynamic and Synoptic Meteorology,C110,{4071}
Atmospheric and Oceanic Sciences,A&O SCI,Advanced Dynamic and Synoptic Meteorology,C227,{3092}
Atmospheric and Oceanic Sciences,A&O SCI,"Advanced Topics in Atmospheric Sciences: Atmospheric Chemistry of Air Pollution, Aerosols, and Climate",296P,"{5865396,3125}"
Atmospheric and Oceanic Sciences,A&O SCI,"Advanced Topics in Atmospheric Sciences: Boundary Layers, Clouds, and Climate",296B,"{5862467,1421}"
Atmospheric and Oceanic Sciences,A&O SCI,Advanced Topics in Atmospheric Sciences: Experimental Mesoscale Meteorology,296J,"{4682928,5865908}"
Atmospheric and Oceanic Sciences,A&O SCI,"Advanced Topics in Atmospheric Sciences: Geophysical Fluid Dynamics, Oceanography, and Climate",296L,"{5864280,5380}"
Atmospheric and Oceanic Sciences,A&O SCI,Advanced Topics in Atmospheric Sciences: Hierarchical Modeling of Ocean/Atmosphere System,296F,"{5862450,4468}"
Atmospheric and Oceanic Sciences,A&O SCI,Advanced Topics in Atmospheric Sciences: Numerical Mesoscale Modeling,296C,{1083}
Atmospheric and Oceanic Sciences,A&O SCI,Advanced Topics in Atmospheric Sciences: Numerical Modeling of Atmosphere,296A,"{4444,5864243}"
Atmospheric and Oceanic Sciences,A&O SCI,Advanced Topics in Atmospheric Sciences: Numerical Modeling of Atmosphere and Ocean,296E,"{5863620,4239}"
Atmospheric and Oceanic Sciences,A&O SCI,Advanced Topics in Atmospheric Sciences: Radiation and Remote Sensing,296M,"{5866644,5172}"
Atmospheric and Oceanic Sciences,A&O SCI,Advanced Topics in Atmospheric Sciences: Recent Advances in Atmospheric Chemistry,296H,"{1635,5867002}"
Atmospheric and Oceanic Sciences,A&O SCI,Advanced Topics in Atmospheric Sciences: Tropospheric Chemistry and Climate Modeling and Analysis,296N,"{5866680,2631}"
Atmospheric and Oceanic Sciences,A&O SCI,Advanced Topics in Atmospheric Sciences: Upper Atmosphere and Space Physics,296G,"{914,5864624}"
Atmospheric and Oceanic Sciences,A&O SCI,Air Pollution,2,"{3051,5865755}"
Atmospheric and Oceanic Sciences,A&O SCI,Air Pollution Laboratory,2L,"{268,5863407}"
Atmospheric and Oceanic Sciences,A&O SCI,Applied Climatology: Principles of Climate Impact on Natural Environment,M106,{5865002}
Atmospheric and Oceanic Sciences,A&O SCI,Atmospheric and Oceanic Sciences Laboratory,150,{5865102}
Atmospheric and Oceanic Sciences,A&O SCI,"Atmospheric Physics: Radiation, Clouds, and Aerosols",145,{4350}
Atmospheric and Oceanic Sciences,A&O SCI,Climate Change: From Puzzles to Policy,1,"{5866670,415}"
Atmospheric and Oceanic Sciences,A&O SCI,Climate Change: From Puzzles to Policy--Laboratory,1L,"{5098,5864235}"
Atmospheric and Oceanic Sciences,A&O SCI,Fundamentals of Air and Water Pollution,104,{2612}
Atmospheric and Oceanic Sciences,A&O SCI,Fundamentals of Atmospheric Dynamics and Thermodynamics,101,{5864239}
Atmospheric and Oceanic Sciences,A&O SCI,Fundamentals of Climate Science,51,{5865047}
Atmospheric and Oceanic Sciences,A&O SCI,Geophysical Fluid Dynamics I,201A,{5862459}
Atmospheric and Oceanic Sciences,A&O SCI,Individual Studies in Atmospheric and Oceanic Sciences,197,{5863077}
Atmospheric and Oceanic Sciences,A&O SCI,Introduction to Atmospheric and Oceanic Fluid,200A,{5866135}
Atmospheric and Oceanic Sciences,A&O SCI,Introduction to Atmospheric Chemistry,M203A,{5866130}
Atmospheric and Oceanic Sciences,A&O SCI,Introduction to Atmospheric Environment,3,"{5863110,2336}"
Atmospheric and Oceanic Sciences,A&O SCI,Introduction to Atmospheric Environment Laboratory,3L,"{1835,5864260}"
Atmospheric and Oceanic Sciences,A&O SCI,Introduction to Atmospheric Physics,203B,{3259}
Atmospheric and Oceanic Sciences,A&O SCI,Introduction to Biophysical Modeling of Land Surface Processes and Land/Atmosphere Interactions,M206,{5865387}
Atmospheric and Oceanic Sciences,A&O SCI,Introduction to Chemical Oceanography,M105,{3574}
Atmospheric and Oceanic Sciences,A&O SCI,Introduction to Computing for Geoscientists,M71,{5864680}
Atmospheric and Oceanic Sciences,A&O SCI,Introduction to Dynamics of Earth System,200B,{5862527}
Atmospheric and Oceanic Sciences,A&O SCI,Introduction to Ocean Science,202,{122}
Atmospheric and Oceanic Sciences,A&O SCI,Introduction to Solar System Plasmas,C170,{3737}
Atmospheric and Oceanic Sciences,A&O SCI,Introduction to Solar System Plasmas,C205A,{1594}
Atmospheric and Oceanic Sciences,A&O SCI,Introduction to Undergraduate Research in Atmospheric and Oceanic Sciences,90,{2005}
Atmospheric and Oceanic Sciences,A&O SCI,Mesoclimates,217,{2283}
